freq_ghz,s11_re,s11_im,s11_db,zin_re_ohm,zin_im_ohm
1.5936,0.15467158995756677,0.165160103498082,-12.907201951769654,127.89494273409541,44.52607043783525
1.5944,0.15482394154077916,0.1645800788309807,-12.919442372719644,127.99179999862635,44.39655861170087
1.5952000000000002,0.15497200549126267,0.1639999058209835,-12.931773546463267,128.08749486818363,44.266376877931236
1.596,0.15511578775268997,0.16341960457543958,-12.944195711243863,128.18202267646657,44.13553404889166
1.5968,0.15525529430096185,0.16283919512816175,-12.956709108779803,128.27537883263452,44.004038978760946
1.5976,0.1553905311439539,0.16225869744008625,-12.96931398427948,128.3675588218424,43.871900562743924
1.5984,0.1555215043212717,0.1616781313999263,-12.98201058645656,128.45855820576583,43.739127736275314
1.5992000000000002,0.1556482199040131,0.16109751682482173,-12.994799167545473,128.548372623116,43.605729474215686
1.6,0.15577068399453764,0.16051687346098284,-13.007679983317209,128.63699779014357,43.47171479003938
1.6008,0.15588890272624345,0.15993622098432914,-13.020653293095387,128.72442950113185,43.3370927350145
1.6016,0.15600288226335154,0.15935557900112435,-13.033719359772544,128.81066362887884,43.20187239737562
1.6024,0.15611262880069665,0.15877496704860505,-13.04687844982675,128.89569612516846,43.0660629014887
1.6032000000000002,0.15621814856352564,0.15819440459560577,-13.060130833338434,128.97952302123016,42.92967340700909
1.604,0.1563194478073025,0.1576139110431779,-13.073476784007552,129.06214042818743,42.79271310803216
1.6048,0.15641653281752035,0.15703350572520394,-13.086916579170971,129.14354453749485,42.65519123223703
1.6056,0.15650940990952042,0.15645320790900732,-13.100450499820141,129.2237316213634,42.51711704002381
1.6064,0.15659808542831713,0.1558730367959567,-13.114078830619064,129.30269803317432,42.37849982364407
1.6072000000000002,0.15668256574843037,0.155293011522066,-13.127801859922478,129.3804402078806,42.239348906325155
1.608,0.15676285727372422,0.1547131511585887,-13.141619879794376,129.4569546623975,42.09967364138825
1.6088,0.15683896643725193,0.1541334747126072,-13.155533186026773,129.53223799597987,41.95948341136025
1.6096,0.15691089970110758,0.15355400112761797,-13.169542078158734,129.60628689058856,41.818787627080326
